Timestamp,Device,Region,Language,Index,Tag,Expected (English),Expected (Local),Actual Detected,Verdict,Error Message,ROI Image,Remark by Adib,Verify by Adib
2026-04-05 15:55:04,ION30,APAC,Traditional Chinese,601,FSI_SITE_ID,SITE ID,站台編號,站台編號 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:55:38,ION1,ENGLISH,English,602,FSI_SITE_INFO,SITE INFO,SITE INFO,SITE INFO (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:55:47,ION30,APAC,Traditional Chinese,603,FSI_PHONE_SETUP_FAIL,PHONE CALL FAILED,通話失敗,通話失敗 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:57:01,ION1,ENGLISH,English,604,FSI_OK_TO_DIAL,PRESS OK TO PLACE CALL,PRESS OK TO PLACE CALL,PRESS OK TO... (Conf: 61.1%),FAIL,Mismatch (Conf: 61.1%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 15:57:10,ION30,APAC,Traditional Chinese,605,FSI_PHONE_UNAVAILABLE,PHONE CALL NOT AVAILABLE,通話不允許,通話不允許 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:57:45,ION1,ENGLISH,English,606,FSI_NUMBER,NUMBER,NUMBER,NUMBER (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:58:30,ION30,APAC,Traditional Chinese,607,FSI_ACCESS_CODE,ACCESS CODE:,存取碼:,存取碼 (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Missing part of the expected text.,,Double check original,TRUE
2026-04-05 15:59:04,ION1,ENGLISH,English,608,FSI_OVERDIAL,EXTRA DIGITS:,EXTRA DIGITS:,EXTRA DIGITS: (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 15:59:49,ION30,APAC,Traditional Chinese,609,FSI_DEACCESS_CODE,DE-ACCESS CODE:,拒絕存取碼:,拒絕存郵碼 (Conf: 72.7%),WARN,Mismatch (Conf: 72.7%): Text misspelled or completely changed.,,Double check original,TRUE
2026-04-05 16:00:23,ION1,ENGLISH,English,610,FSI_PHONE_CALL,PHONE CALL,PHONE CALL,PHONE CALL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:00:31,ION30,APAC,Traditional Chinese,611,FSI_PHONE_CALL_END,PHONE CALL ENDED,通話結束,通話結束 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:01:42,ION1,ENGLISH,English,612,FSI_PHONE_CALL_ENDING,ENDING PHONE CALL...,ENDING PHONE CALL...,ENDING PHONE (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 16:02:28,ION30,APAC,Traditional Chinese,613,FSI_INVALID_PHONE_NUMBER,INVALID PHONE NUMBER,號碼無效,駐碼無效 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:03:03,ION1,ENGLISH,English,614,FSI_NAME,NAME,NAME,NAME (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:03:10,ION30,APAC,Traditional Chinese,615,FSI_DL_POR_PHONE_MANUL_DIAL,PH #,外線,外線 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:03:44,ION1,ENGLISH,English,616,FSI_DL_MOB_PHONE_MANUL_DIAL,PH #,PH #,PH # (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:04:30,ION30,APAC,Traditional Chinese,617,FSI_FL_PHONE_MANUL_DIAL,PHONE DIAL,撥號,操作 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:05:11,ION1,ENGLISH,English,618,FSI_DL_PHONE_CALL,PH,PH,PH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:05:20,ION30,APAC,Traditional Chinese,619,FSI_DL_POR_PHONE_CALL,PHONE,電話,電話 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:05:53,ION1,ENGLISH,English,620,FSI_FL_PHONE_CALL,PHONE CALL,PHONE CALL,PHONE CALL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:06:38,ION30,APAC,Traditional Chinese,621,FSI_PHONE_CALL_XXX,PHONE CALL...,電話...,電話 (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Missing part of the expected text.,,Fail to detect,TRUE
2026-04-05 16:07:48,ION1,ENGLISH,English,622,FSI_GSF_TXT_MSG_TONE_MOMENTARY,TXT MSG TONE MOMENTARY,TXT MSG TONE MOMENTARY,TXT MSG TON... (Conf: 61.1%),FAIL,Mismatch (Conf: 61.1%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 16:07:57,ION30,APAC,Traditional Chinese,623,FSI_GSF_TXT_MSG_TONE_REPETITIVE,TXT MSG TONE REPETITIVE,重覆通知,重覆通知 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:08:31,ION1,ENGLISH,English,624,FSI_FL_NOTIFICATIONS,NOTIFICATIONS,NOTIFICATIONS,NOTIFICATIONS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:09:15,ION30,APAC,Traditional Chinese,625,FSI_DL_POR_NOTIFICATIONS,NOTIF'S,通知,通 知 (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 16:09:49,ION1,ENGLISH,English,626,FSI_DL_NOTIFICATIONS,NOTIF,NOTIF,NOTIF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:10:10,ION30,APAC,Traditional Chinese,627,FSI_ALPHA_NO_ENTRY_FOUND,NO ENTRIES FOUND,未搜尋到,未搜尋到 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:11:20,ION1,ENGLISH,English,628,FSI_MANDOWN_OFF,FALL ALRT OFF,FALL ALRT OFF,FALL ALERT OFF (Conf: 96.3%),WARN,Mismatch (Conf: 96.3%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:11:29,ION30,APAC,Traditional Chinese,629,FSI_MANDOWN_ON,FALL ALERT ON,倒地警示開啟,倒地警示開啟 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:12:03,ION1,ENGLISH,English,630,FSI_DL_MANDOWN,FALL ALERT,FALL ALERT,FALL ALERT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:12:49,ION30,APAC,Traditional Chinese,631,FSI_FL_MANDOWN,FALL ALERT,人員倒下,人員何下 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:13:23,ION1,ENGLISH,English,632,FSI_SEARCHING,SEARCHING...,SEARCHING...,SEARCHING... (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:14:10,ION30,APAC,Traditional Chinese,633,FSI_VIEW_EDIT_BRACKET,(VIEW/EDIT),(檢視/編輯),海視保護 (Conf: 18.2%),FAIL,Mismatch (Conf: 18.2%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:14:44,ION1,ENGLISH,English,634,FSI_EDIT_NAME_5T_STATUS_ENTRY,NAME,NAME,NAME (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:14:53,ION30,APAC,Traditional Chinese,636,FSI_RING_REP,REPETITIVE,反覆的,反覆的 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:15:27,ION1,ENGLISH,English,637,FSI_DYNAMIC_DISTORTION_CONTROL_ON,DIS CTRL ON,DIS CTRL ON,DIS CTRL ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:16:14,ION30,APAC,Traditional Chinese,638,FSI_DYNAMIC_DISTORTION_CONTROL_OFF,DIS CTRL OFF,失真控制關閉,失 直控制閒閒 (Conf: 46.2%),FAIL,Mismatch (Conf: 46.2%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:16:48,ION1,ENGLISH,English,639,FSI_DL_MIC_DISTORTION,MIC DIST.,MIC DIST.,MIC DIST. (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:17:09,ION30,APAC,Traditional Chinese,640,FSI_FL_MIC_DISTORTION,MIC DISTORTION,麥克風失真,麥克風失真 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:17:43,ION1,ENGLISH,English,641,FSI_HS_SELECT_ENABLE,AF SUPR ON,AF SUPR ON,AF SUPR ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:18:30,ION30,APAC,Traditional Chinese,642,FSI_HS_SELECT_DISALBE,AF SUPR OFF,AF 抑制器關閉,AF 柳電器限公司 (Conf: 47.1%),FAIL,Mismatch (Conf: 47.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:19:41,ION1,ENGLISH,English,643,FSI_HS_SELECT_TITLE,AF SUPPRESSOR,AF SUPPRESSOR,NO_TEXT (Conf: 10.0%),FAIL,Mismatch (Conf: 10.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 16:20:30,ION30,APAC,Traditional Chinese,644,FSI_DL_POR_HS_SELECT,AF SUP.,AF 抑制,全抑制 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:21:38,ION1,APAC,Traditional Chinese,645,FSI_DL_HS_SELECT,AF,AF,Unsupported media type found. Ignoring non-image media. The image is too dark and unclear to accurately extract text from the screen. Could you provide a brighter or higher-resolution image for better analysis? (Conf: 0.9%),FAIL,Mismatch (Conf: 0.9%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:21:54,ION30,APAC,Traditional Chinese,646,FSI_FL_HS_SELECT,AF SUPPRESSOR,AF 抑制器,AF 抑制器 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:22:29,ION1,ENGLISH,English,647,FSI_DL_MALTA_NOTIFICATION,NOTIFICATION,NOTIFICATION,NOTIFICATION (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:23:15,ION30,APAC,Traditional Chinese,648,FSI_AVS_ON,SCRAMBLE ON,變碼 開啟,聲馬開啟 (Conf: 44.4%),FAIL,Mismatch (Conf: 44.4%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:23:48,ION1,ENGLISH,English,649,FSI_AVS_OFF,SCRAMBLE OFF,SCRAMBLE OFF,SCRAMBLE OFF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:24:34,ION30,APAC,Traditional Chinese,650,FSI_AVS_CODE_3_29,3.29 KHZ SEL,3.29 KHZ 選定,3.29 KHZ 調定 (Conf: 90.9%),WARN,Mismatch (Conf: 90.9%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:25:08,ION1,ENGLISH,English,651,FSI_AVS_CODE_3_39,3.39 KHZ SEL,3.39 KHZ SEL,3.39 KHZ SEL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:25:54,ION30,ENGLISH,English,652,FSI_DL_VOL_ADD,VOL +,VOL +,Vol + (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:26:28,ION1,ENGLISH,English,653,FSI_DL_VOL_DES,VOL -,VOL -,VOL - (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:26:35,ION30,APAC,Traditional Chinese,654,FSI_FL_VOL_UP,VOLUME UP,音量提高,音量提高 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:27:09,ION1,ENGLISH,English,655,FSI_FL_VOL_DOWN,VOLUME DOWN,VOLUME DOWN,VOLUME DOWN (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:27:30,ION30,APAC,Traditional Chinese,656,FSI_PARA_JOB_TICKETS_ALL,ALL,全部,全部 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:28:05,ION1,ENGLISH,English,657,FSI_PARA_JOB_TICKETS_NEW,NEW,NEW,NEW (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:28:14,ION30,APAC,Traditional Chinese,658,FSI_PARA_JOB_TICKETS_REPLY_GUIDE_2,FOR OPTIONS,可供選擇,可供選擇 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:28:48,ION1,ENGLISH,English,659,FSI_AES_PRIVACY_ON,PRIVACY ON,PRIVACY ON,PRIVACY ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:28:56,ION30,APAC,Traditional Chinese,660,FSI_AES_PRIVACY_OFF,PRIVACY OFF,私密關閉,私密關閉 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:29:29,ION1,ENGLISH,English,661,FSI_FLEXIBLE_RX_LIST_ON,FLX RX ON,FLX RX ON,FLX RX ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:30:15,ION30,APAC,Traditional Chinese,662,FSI_FLEXIBLE_RX_LIST_OFF,FLX RX OFF,彈性 RX 關閉,強生RX 開關 (Conf: 53.3%),FAIL,Mismatch (Conf: 53.3%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:30:51,ION1,ENGLISH,English,663,FSI_DL_FLEXIBLE_RX_LIST,RXLS,RXLS,RXLS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:31:38,ION30,APAC,Traditional Chinese,664,FSI_DL_BELIZE_FLEXIBLE_RX_LIST,RXLIST,Rx列表,日列表 (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:32:49,ION1,ENGLISH,English,665,FSI_FL_FLEXIBLE_RX_LIST,FLEXIBLE RX LIST,FLEXIBLE RX LIST,FLEXIBLE RX LIS (Conf: 96.8%),WARN,Mismatch (Conf: 96.8%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 16:33:35,ION30,APAC,Traditional Chinese,666,FSI_LOG_IN_FAILED,SIGN IN FAILED,登入 失敗,登入失敗 (Conf: 88.9%),WARN,Mismatch (Conf: 88.9%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 16:34:09,ION1,ENGLISH,English,667,FSI_LOG_IN_SUCCESSFUL,SIGNED IN,SIGNED IN,SIGNED IN (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:34:53,ION30,APAC,Traditional Chinese,668,FSI_LOG_IN_IN_PROGRESS,IN PROGRESS,登入 進行中...,登入 進行中 (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Missing part of the expected text.,,Double check original,TRUE
2026-04-05 16:35:27,ION1,ENGLISH,English,669,FSI_LOG_IN_INVALID_USER_ID,INVALID ID,INVALID ID,INVALID ID (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:36:12,ION30,APAC,Traditional Chinese,670,FSI_LOG_IN_NACK_TIMEOUT,NO ACK,驗證 逾時,駕駛 通時 (Conf: 40.0%),FAIL,Mismatch (Conf: 40.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:36:46,ION1,ENGLISH,English,671,FSI_LOG_OUT_FAILED,SIGN OUT FAIL,SIGN OUT FAIL,SIGN OUT FAIL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:36:54,ION30,APAC,Traditional Chinese,672,FSI_LOG_OUT_SUCCESSFUL,SIGNED OUT,登出 成功,登出 成功 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:37:27,ION1,ENGLISH,English,673,FSI_LOG_OUT_IN_PROGRESS,IN PROGRESS,IN PROGRESS,IN PROGRESS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:37:34,ION30,APAC,Traditional Chinese,674,FSI_LOG_IN_NOT_LOGGED_IN,NOT SIGNED-IN,尚未登入,尚未登入 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:38:09,ION1,ENGLISH,English,675,FSI_LOG_IN_ID,SIGN IN ID,SIGN IN ID,SIGN IN ID (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:38:56,ION30,APAC,Traditional Chinese,676,FSI_JT_EXCEED_MAX_LENGTH,TICKET EXCEED MAX LENGTH,票證超過 長度上限,重 超 過 長 容 (Conf: 44.4%),FAIL,Mismatch (Conf: 44.4%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:39:29,ION1,ENGLISH,English,677,FSI_JOB_TICKETS_CREATE,CREATE TICKET,CREATE TICKET,CREATE TICKET (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:39:36,ION30,APAC,Traditional Chinese,678,FSI_BATTERY_TYPE_ITHIUM_CHEMISTRY,LI-ION BATTERY SELECTED,鋰電池 已選取,鋰電池 已選取 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:40:46,ION1,ENGLISH,English,679,FSI_BATTERY_TYPE_NIMH_CHEMISTRY,NIMH BATTERY SELECTED,NIMH BATTERY SELECTED,BATTERY SELECT (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 16:40:55,ION30,APAC,Traditional Chinese,680,FSI_UNLOCK_GUIDE_THEN,THEN,然後,然後 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:41:36,ION1,ENGLISH,English,681,FSI_UNLOCK_GUIDE_TO_UNLOCK,TO UNLOCK,TO UNLOCK,TO UNLOCK (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:41:45,ION30,ENGLISH,English,682,FSI_TONGA_ALL_CALL,ALL,ALL,ALL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:42:18,ION1,ENGLISH,English,683,FSI_TONGA_PRIVATE_CALL,PRVT,PRVT,PRVT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:43:02,ION30,ENGLISH,English,684,FSI_TONGA_GROUP_CALL,GRP,GRP,GRP (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:43:36,ION1,ENGLISH,English,685,FSI_TONGA_CALL,CALL,CALL,CALL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:44:21,ION30,ENGLISH,English,686,FSI_TONGA_INTERRUPT,INTR,INTR,NMR (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:44:54,ION1,ENGLISH,English,687,FSI_TONGA_ALERT,ALERT,ALERT,ALERT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:45:37,ION30,ENGLISH,English,688,FSI_TONGA_ALARM,ALRM,ALRM,ALPM (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:46:11,ION1,ENGLISH,English,689,FSI_TONGA_EMERGENCY,EMGY,EMGY,EMGY (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:46:18,ION30,ENGLISH,English,690,FSI_TONGA_MIC_AGC,MIC AGC,MIC AGC,MIC AGC (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:46:52,ION1,ENGLISH,English,691,FSI_TONGA_MONITOR,MONITOR,MONITOR,MONITOR (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:46:58,ION30,ENGLISH,English,692,FSI_TONGA_POWER,PWR,PWR,PWR (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:47:31,ION1,ENGLISH,English,693,FSI_TONGA_TALKAROUND,TALK AROUND,TALK AROUND,TALK AROUND (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:47:38,ION30,ENGLISH,English,694,FSI_TONGA_REPEATER,REPEATER,REPEATER,REPEATER (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:48:12,ION1,ENGLISH,English,695,FSI_TONGA_SQUELCH,SQUELCH,SQUELCH,SQUELCH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:48:55,ION30,ENGLISH,English,696,FSI_TONGA_SCRAMBLING,SCRAMBLING,SCRAMBLING,SCRAMBL NG (Conf: 90.0%),WARN,Mismatch (Conf: 90.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:49:29,ION1,ENGLISH,English,697,FSI_TONGA_VA,VOICE,VOICE,VOICE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:49:36,ION30,ENGLISH,English,698,FSI_TONGA_VOX,VOX,VOX,VOX (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:50:10,ION1,ENGLISH,English,699,FSI_TONGA_PRIVACY,PRIVACY,PRIVACY,PRIVACY (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:50:16,ION30,ENGLISH,English,700,FSI_TONGA_SCAN,SCAN,SCAN,SCAN (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:50:50,ION1,ENGLISH,English,701,FSI_TONGA_ALL_ALERT_TONE,TONES,TONES,TONES (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:51:34,ION30,ENGLISH,English,702,FSI_TONGA_SCRAMBLING_3_29K,3.29K,3.29K,3 29K (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:52:09,ION1,ENGLISH,English,703,FSI_TONGA_SCRAMBLING_3_39K,3.39K,3.39K,3.39K (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:52:17,ION30,ENGLISH,English,704,FSI_TONGA_SEL_CALL,SEL,SEL,SEL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:52:51,ION1,ENGLISH,English,705,FSI_TONGA_NORMAL,NORM,NORM,NORM (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:53:40,ION30,ENGLISH,English,706,FSI_TONGA_TIGHT,TIGH,TIGH,TGH (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:54:13,ION1,ENGLISH,English,707,FSI_TONGA_ON,ON,ON,ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:54:22,ION30,ENGLISH,English,708,FSI_TONGA_OFF,OFF,OFF,OFF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:54:56,ION1,ENGLISH,English,709,FSI_TONGA_HIGH,HIGH,HIGH,HIGH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:55:05,ION30,ENGLISH,English,710,FSI_TONGA_LOW,LOW,LOW,LOW (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:55:39,ION1,ENGLISH,English,711,FSI_TONGA_BOOT_MODE,BOOT,BOOT,BOOT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:55:48,ION30,ENGLISH,English,712,FSI_TONGA_PROGRAM_MODE,PROG,PROG,PROG (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:56:21,ION1,ENGLISH,English,713,FSI_TONGA_FATAL_ERROR,ERR!,ERR!,ERR! (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:56:29,ION30,ENGLISH,English,714,FSI_TONGA_ERR,ERR,ERR,ERR (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 16:57:40,ION1,ENGLISH,English,715,FSI_TONGA_SITE_SEARCH,SITE,SITE,BITE (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:58:26,ION30,ENGLISH,English,716,FSI_TONGA_TEST_STRING,TEST,TEST,REST (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:59:36,ION1,ENGLISH,English,717,FSI_TONGA_RF_TEST_MOMENTATY,RF,RF,6F (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 16:59:53,ION30,ENGLISH,English,718,FSI_TONGA_LED_TEST,LED,LED,LED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:00:34,ION1,ENGLISH,English,719,FSI_TONGA_SPEAKER_TEST,SPKR,SPKR,SPKR (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:01:21,ION30,ENGLISH,English,720,FSI_TONGA_EARPIECE_TONE_TEST,EAR,EAR,EAF (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:01:55,ION1,ENGLISH,English,721,FSI_TONGA_LOOP_BACK_EARPIECT_TEST,LOOP,LOOP,LOOP (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:02:05,ION30,ENGLISH,English,722,FSI_TONGA_BATTERY_TEST,BATT,BATT,BATT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:02:38,ION1,ENGLISH,English,723,FSI_TONGA_BUTTON_TEST,BTN,BTN,BTN (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:03:24,ION30,ENGLISH,English,724,FSI_TONGA_ART_TEST,ART,ART,AF.T (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:03:59,ION1,ENGLISH,English,725,FSI_TONGA_ALT_TEST,ALT,ALT,ALT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:04:44,ION30,ENGLISH,English,726,FSI_TONGA_ZONE_TOGGLE,ZN-,ZN-,ZN4 (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,check original,TRUE
2026-04-05 17:05:17,ION1,ENGLISH,English,727,FSI_DL_AVS,SCRB,SCRB,SCRB (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:05:25,ION30,ENGLISH,English,728,FSI_DL_AVS_CODE,SCR-C,SCR-C,Scr-C (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 17:06:36,ION1,ENGLISH,English,729,FSI_FL_AVS,SCRAMBLE ON/OFF,SCRAMBLE ON/OFF,CRAMBLE ON OF (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:07:23,ION30,APAC,Traditional Chinese,730,FSI_FL_AVS_CODE,SCRAMBLE CODE,擾頻碼,檢頻碼 (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:08:36,ION1,ENGLISH,English,731,FSI_3RDPARTY_CONN_MODE_MB_PTT,MB PTT,MB PTT,1 05 PTT (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:09:22,ION30,APAC,Traditional Chinese,732,FSI_3RDPARTY_CONN_MODE_MB_PTT_SELECTED,MB PTT SELECTED,多按鈕 PTT 已選取,音頻 PTT 已關 (Conf: 60.0%),FAIL,Mismatch (Conf: 60.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 17:10:32,ION1,ENGLISH,English,733,FSI_40S_SELECTED,40S SELECTED,40S SELECTED,NO_TEXT (Conf: 21.1%),FAIL,Mismatch (Conf: 21.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:11:19,ION30,APAC,Traditional Chinese,734,FSI_50S_SELECTED,50S SELECTED,50 秒 已選取,50 秒 已達到 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 17:12:32,ION1,ENGLISH,English,735,FSI_INFINITE_SELECTED,INFINITE SELECTED,INFINITE SELECTED,INFINITE SELE... (Conf: 78.8%),WARN,Mismatch (Conf: 78.8%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 17:12:41,ION30,APAC,Traditional Chinese,736,FSI_TOGGLE_AUDIO_ACCY_SPKR_SEL,ACCY SPEAKER,配件揚聲器,配件揚聲器 (Conf: 100.0%),PASS,,,,TRUE
